,,0
750,47, nucleic acid hybridization
750,49, solid phase extraction
750,50, virology
750,57, Microfluidic Analytical Techniques
750,58, Nucleic Acid Hybridization
750,60," RNA, Viral"
750,61, Solid Phase Extraction
750,62, Streptavidin
751,4, Ignition
751,5, Nuclear fuel elements
751,6, Wind tunnels
751,7, Combustion data
751,8, Computational speed
751,9, Growth parameters
751,10, Heat transfer model
751,12, Live fuels
751,13, Semi-empirical modeling
751,15, Flame research
752,1, Electric power distribution
752,2, Electric utilities
752,7, Railroad transportation
752,8, Storms
752,9, Vegetation
752,10, Electric infrastructures
752,11, Infrastructure networks
752,12, Light detection and ranging
752,13, Prediction model
752,15, Resolution measurements
752,18, Outages
753,2, Fisher information matrix
753,10, Large power systems
753,11, Mathematical forms
753,12, Parameter combination
753,13, Statistical manifolds
755,1, Cell culture
755,2, Cells
755,5, Disease control
755,6, Medicine
755,7, Pathology
755,9, Cell delivery
755,10, Cell therapy
755,12, Intraperitoneal injections
755,13, Mesenchymal stem cell
755,15, Regenerative medicine
755,16, Tissue transglutaminase
755,17, Scaffolds (biology)
755,18, glutamine
755,19, lysine
755,20, molecular scaffold
755,21, protein glutamine gamma glutamyltransferase
755,22, guanine nucleotide binding protein
755,23, macrogol derivative
755,25, protein glutamine gamma glutamyltransferase 2
755,26, acute liver failure
755,30, anoikis
755,32, cell adhesion
755,33, cell protection
755,34, cell therapy
755,35, cell viability
755,36, chemical binding
755,38, ex vivo study
755,40, liver injury
755,41, mesenchymal stem cell
755,46, Bagg albino mouse
755,47, biocatalysis
755,52, injection
755,53, injuries
755,54, liver
755,55, mesenchymal stem cell transplantation
755,56, mesenchymal stroma cell
755,59, nude mouse
755,61, tissue scaffold
755,63, Biocatalysis
755,65, Cell Adhesion
755,66, Drug Delivery Systems
755,67, GTP-Binding Proteins
755,69, Injections
755,70, Liver
755,71, Mesenchymal Stem Cell Transplantation
755,72, Mesenchymal Stromal Cells
755,73," Mice, Inbred BALB C"
755,74," Mice, Nude"
755,76, Tissue Scaffolds
755,77, Transglutaminases
757,0,Energy harvesting
757,1, Manganese
757,5, Minerals
757,7, Solar energy
757,8, Synthesis (chemical)
757,9, Band gap energy
757,10, Direct transition
757,11, Energy value
757,13, Indirect band gap
757,15, Mineral formation
757,16, Mixed metal oxide
757,17, Energy gap
758,0,Biosynthesis
758,2, High resolution transmission electron microscopy
758,5, Oxides
758,8, Transmission electron microscopy
758,9, Acidic conditions
758,11, Basic conditions
758,12, Electron acceptor
758,15, Oxide nanoparticles
758,16, Uv/vis absorptions
758,17, Manganese oxide
759,0,Computer applications
759,1, Computer graphics
759,2, Application architecture
759,3, Business logic layers
759,4, Cycle time reduction
759,7, nocv1
759,9, Singleton design patterns
759,10, Synchronous collaboration
760,0,Characterization
760,2, Electric heating
760,3, Recombinant proteins
760,5, Spinning (fibers)
760,7, 3-omega
760,8, Low crystallinity
760,10, Spider silk fibers
760,11, Spider silks
760,14, Volumetric heat capacity
761,0,Damping
761,2, Electric impedance
761,5, Essential tremor
761,6, Fundamental principles
761,7, Lumped parameter modeling
761,9, Simple modeling
761,10, Sinusoidal input
761,11, System Dynamics
761,15, device therapy
761,18, impedance
761,19, joint
761,20, limb tremor
761,25, torque
761,26, upper limb
761,34," Models, Neurological"
761,36, Upper Extremity
763,0,Available data
763,1, Bayesian Analysis
763,2, Designed experiments
763,3, Generalized linear model
763,5, Large amounts of data
763,6, Repeats and replicates
763,7, Two sources
763,8, Safety engineering
764,6, Plates (structural components)
764,7, Automotive applications
764,9, Kirchhoff Love
765,0,Graphical user interfaces
765,8, User interfaces
765,9, Design and evaluations
765,10, Graphical user interface (GUIs)
765,11, Multi objective decision making
765,12, Multi-objective optimization problem
765,13, Multiobjective decision
765,14, Pareto optimal solutions
765,15, Robot path-planning
765,16, User interface designs
766,4, Effective interactions
766,5, Haptic feedbacks
766,7, Interaction methods
766,8, Level of autonomies
766,9, Operator performance
766,10, Operator workload
766,11, Situation awareness
768,0,Gas industry
768,2, Dynamic data reconciliation
768,3, Industrial datum
768,4, Industrial dynamics
768,5, Measurement technologies
768,7, Oil and Gas Industry
768,8, Optimization and control
768,9, Wireless transmitter
770,0,Planning
770,2, Rating
770,3, Environmental hazards
770,4, Front-end planning
770,5, Industry professionals
770,6, Infrastructure project
770,8, Project performance
770,10, Structured approach
771,0,Dispersions
771,2, Lagrange multipliers
771,3, Nozzles
771,7, Dispersive transport
771,8, Lagrangian particles
771,11, Particle dispersion model
771,12, Particle-carrier gas
771,13, Particle-tracking method
771,14, Turbulent round jet
773,0,Electric network parameters
773,4, Land use
773,5, Meteorological problems
773,9, Bayesian additive regression trees
773,10, High spatial resolution
773,11, Individual modeling
773,12, Outage models
773,13, Predictive accuracy
773,14, Predictive modeling
773,15, Quantile regression
773,16, Weather hazards
773,17, Knowledge based systems
773,19, hazard assessment
773,20, land use
773,22, software
773,24, thunderstorm
773,25, Connecticut
773,26, United States
773,28, forest
773,29, grid cell
773,30, human cell
773,31, hurricane
773,33, plant leaf
773,35, remission
773,36, winter
775,6, Failure modes
775,10, Stress-strain curves
775,12, Concrete masonry prisms
775,16, Nonlinear stress-strain relationship
775,17, Stiffness ratios
775,19, Stress-strain relationships
775,20, Masonry materials
777,0,Laminates
777,2, Superconducting materials
777,3, Accelerating cavities
777,4, Effects of materials
777,5, Flux penetration
777,6, Radio frequency cavity
777,7, Superconducting cavities
777,8, Superconducting layer
777,9, Superconducting radio frequency
777,11, Vortex flow
778,8, In situ processing
778,16, Austenite stainless steel
778,17, Electron backscattering diffraction
778,18, Elevated temperature
778,19, Fine equiaxed grains
778,22, Grain size distribution
779,4, Antenna structures
779,6, Broadband operation
779,8, Fabrication errors
779,9, Power flux density
780,1, Buildings
780,4, Shape optimization
780,8, Lateral load analysis
780,10, Optimization problems
780,11, Optimization strategy
780,12, Resource consumption
780,14, Structural volume
781,0,Clutter (information theory)
781,2, Tracking (position)
781,3, Cluttered environments
781,4, Comparison and analysis
781,5, Data association
781,6, Low computational complexity
781,7, Modular framework
781,8, Multiple target tracking
781,9, Random sample consensus
781,10, Tuning parameter
783,2, Sediment transport
783,5, Stream flow
783,6, Web services
783,7, Bed load
783,8, Bed-load transport
783,9, Field measurement
783,11, Hydrologic information systems
783,12, Predictive methods
783,13, Stream classification
783,16, bedload
783,17, data set
783,18, database
783,19, information system
783,20, sediment transport
784,0,Circular polarization
784,1, Harmonic analysis
784,2, Microstrip antennas
784,3, Optical resonators
784,4, Polarization
784,7, Active integrated antenna
784,8, Class B
784,9, Harmonic suppression
784,10, High power
784,12, Performance validation
784,13, Size reductions
795,0,Education
795,3, Course evaluations
795,4, Design creativities
795,7, Educational goals
795,10, Project experiences
796,3, Assessment practices
796,4, Design assessments
796,5, Design project assessments
796,6, Face to face
796,7, Feedback to students
796,8, Formative and summative assessments
797,0,Copyrights
797,3, Intellectual property
797,4, Patents and inventions
797,8, Trademarks
797,9, Creative work
797,10, Cultural evolution
797,12, Design schools
798,0,Industrial research
798,6, Human-centered designs
799,0,Collagen
799,3, Molds
799,6, Bio-inspired designs
799,7, Bio-plastics
799,8, Biodegradable plastics
799,9, Development process
799,10, Environmentally sensitive
799,11, Manufacturing process
799,13, Sustainable products
799,14, Biodegradable polymers
800,0,Meteorological instruments
800,2, Sea ice
800,3, Data set
800,4, Oceansat-2
800,5, Quick scatterometer (QuikSCAT)
800,6, QuikSCAT
800,7, Scatterometer data
800,9, Sea ice extent
800,11, Ice
801,6, Combustion characteristics
801,8, Fire spread model
801,9, Innovative approaches
801,10, Lindenmayer system
801,12, Terrestrial lidars
802,2, Fuel systems
802,6, Merging
802,7, Combustion model
802,8, Different geometry
802,9, Flame characteristics
802,10, Flame interaction
802,11, Growth patterns
802,12, Multiple leaves
802,13, Plane geometry
802,14, Vertical geometries
803,1, Coal tar
803,5, Combustion simulations
803,6, Comprehensive model
803,7, Elemental compositions
803,8, Particle composition
803,10, Physical behaviors
803,11, Product composition
803,12, Pyrolysis products
804,0,Boilers
804,10, Size distribution
804,12, Flame temperatures
804,13, Flat flame burner
804,14, Gaseous species
804,15, Gaseous systems
804,16, Mechanism-based
804,17, Particle nucleation
804,18, Soot concentration
805,0,iron oxide
805,5, cell labeling
805,7, confocal microscopy
805,8, decellularization
805,9, epithelium cell
805,10, epithelization
805,11, histology
805,14, immune response
805,15, kidney perfusion
805,16, kidney transplantation
805,20, scanning electron microscopy
805,22, vascularization
809,2, Fuel burners
809,5, Flat-flame burners (FFB)
809,6, Fuel properties
809,7, Gaseous flame
809,8, High molecular weight
809,10, Prescribed fires
812,1, Felts
812,13, Vertical direction
821,0,Boundary conditions
821,1, Boundary layer flow
822,0,Air
822,1, Data reduction
822,2, Drag reduction
822,5, Mixtures
822,6, Pressure drop
822,9, Air-water mixture
822,10, Flow condensation
822,11, Pressure drop measurements
822,12, Rectangular channel
822,13, Single-phase flow
822,15, Superficial Reynolds number
822,16, Two-phase pressure drops
823,2, Scrubbers
823,5, FPGA configuration
823,6, Hybrid approach
823,7, Hybrid configurations
823,8, Multi-bit upset
824,9, BRAM scrubbing
825,1, Atomization
825,2, Boiling liquids
825,5, Hydrophilicity
825,10, Hydrophilic surfaces
825,11, Hydrophobic surfaces
825,13, Superhydrophilic surface
825,16, Water droplet impingement
826,6, Hydrogen
826,7, Innovation
826,10, Observatories
826,11, Reflection
826,12, Reflective coatings
826,14, Barrier layers
826,15, Barrier material
826,16, Extreme Ultraviolet
826,17, Protective layers
826,18, Space-based observations
826,19, Space-based observatories
831,2, Construction process
831,3, Finishing methods
831,4, Last planner system
831,7, Lean practices
831,9, Under-represented
831,10, Contractors
832,0,Construction industry
832,2, Philosophical aspects
832,3, Delivery methods
832,5, Project governance
832,6, Project maintenance
832,9, Unethical conduct
832,10, Crime
846,0,Aerosols
846,2, Deposition rates
846,3, Electric lines
846,5, Flue gases
846,6, Flues
846,10, High pressure effects
846,11, Oxidants
846,13, Recycling
846,14, Retrofitting
846,15, Ash aerosol
846,16, Combustion pressure
846,17, Combustion temperatures
846,18, Heat transfer conditions
846,19, Oxy-coal combustions
846,20, Oxyfuel combustion
846,22, Sub-micron particles
849,2, Computational fluid dynamics
849,3, Cracking (chemical)
849,9, Wood fuels
849,10, Full detailed modeling
849,12, Model simplification
849,13, Particle formations
849,14, Physics-based modeling
849,17, Wildfire simulation
850,1, Carbon capture
850,5, Enzyme kinetics
850,8, Bayesian calibration
850,9, Char oxidation
850,10, Computational requirements
850,11, Conversion kinetics
850,12, New constructions
850,13, Oxy-fuels
850,14, Preparation conditions
850,15, Thermal-annealing
857,0,Conducting polymers
857,2, Energy storage
857,3, Flow batteries
857,4, Storage (materials)
857,7, Energy storage applications
857,8, High rate capability
857,10, Organic radical polymer
857,11, Radical polymers
857,12, Theoretical capacity
857,13, Electrochemical electrodes
858,0,Amperometric sensors
858,3, Electrochemical sensors
858,7, Nanotubes
858,10, Amperometric sensing
858,12, Concentration boundary layer
858,13, Convective mass transfer
858,15, Electrochemical sensing
858,16, Microchannel surfaces
860,2, Bioanalytic devices
860,4, Dynamic researches
860,5, Lab on chip
860,6, Level of integrations
860,7, Miniaturized systems
860,9, Reconfigurable devices
860,10, Fluidics
867,3, Implants (surgical)
867,7, Analytical tool
867,8, Clinical outcome
867,9, Coronary stents
867,10, Filled carbon nanotubes
867,11, Maximum forces
867,12, Radial forces
867,13, Stent configurations
867,14, Vascular stents
867,15, Stents
868,3, Convergence
868,5, Energy expenditure
868,6, Interaction systems
868,7, Lateral acceleration
868,9, Placement strategy
871,6, Surface reactions
871,7, Chemical percolation devolatilization (CPD)
871,10, Gasification model
871,11, Gasification reaction
871,12, Predictive simulations
872,0,Dissimilar materials
872,2, Hooks
872,3, Interfaces (materials)
872,5, Morphology
872,8, Interface morphologies
872,9, Lap shear strength
872,10, Lower temperatures
872,11, Material interfaces
872,12, Mechanical interlock
872,13, Mechanical interlocking
872,14, Morphology parameters
873,2, Corrosion resistance
873,10, AA7075
873,13, Friction stir process
873,14, High speed friction stir welding
873,15, Industrial processs
873,16, Non-uniform corrosions
873,17, Precipitate distributions
878,2, Electron holography
878,9, Modulators
878,12, Digital spatial light modulators
878,13, Electro-holography
878,16, Space-bandwidth product
880,0,Adaptive control systems
880,1, Closed loop control systems
880,2, Cruise control
880,3, Decentralized control
880,4, Distributed parameter control systems
880,6, Linear control systems
880,9, Coprime factorizations
880,10, Distributed control architectures
880,11, Linear feedback control systems
880,12, Linear time invariant
880,13, Sparsity constraints
880,14, Structural constraints
880,15, Synchronization mechanisms
883,2, Fast Fourier transforms
883,5, Laser excitation
883,6, Nanocrystals
883,8, Silk
883,11, Thermometers
883,12, Fluorescence spectra
883,13, Modulation frequencies
883,14, Photo-thermal
883,15, Steady-state condition
883,17, Synthetic silk fibers
883,19, Trained neural networks
883,20, Semiconductor quantum dots
883,21, Detection
883,24, Neural Networks
884,5, Biaxial stretching
884,6, Biaxial tensions
884,7, Deformation mechanism
884,8, Digital image correlation methods
884,11, Strain accommodations
884,12, Surface strains
887,1, Automobile manufacture
887,2, Carbon steel
887,4, Cutting tools
887,14, AA6022
887,15, Automotive manufacturers
887,17, High-temperature flows
887,18, Pacific northwest national laboratories
887,20, U.S. Department of Energy
888,1, Structured programming
888,2, Causal dependencies
888,3, Dynamical structure
888,4, Input-output behavior
888,5, Linear time-invariant system
888,6, Minimal realizations
888,7, State realizations
888,8, System structures
888,9, Systems biology
889,0,Crops
889,2, Herbicides
889,4, Water conservation
889,5, Weed control
889,6, Crop diversification
889,7, Cropping systems
